Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J24A-J24,52 mph,Unconfirmed Roadworks,49 mph,No comment,21.07.24,04:34:14,Sunday,Off
J24-J23A,58 mph,No comment,58 mph,No comment,21.07.24,04:34:34,Sunday,Off
J23A-J23,60 mph,Unconfirmed Roadworks,70 mph,No comment,21.07.24,04:34:44,Sunday,Off
J23-J22,66 mph,No comment,64 mph,No comment,21.07.24,04:35:04,Sunday,Off
J22-J21A,60 mph,Unconfirmed Roadworks,66 mph,Unconfirmed Roadworks,21.07.24,04:35:04,Sunday,Off
J21A-J21,65 mph,No comment,66 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,04:35:14,Sunday,Off
J21-J20,68 mph,No comment,69 mph,No comment,21.07.24,04:35:34,Sunday,Off
J20-J19,59 mph,No comment,64 mph,Unconfirmed Roadworks,21.07.24,04:35:44,Sunday,Off
J19-J18,54 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,04:35:54,Sunday,Off
J18-J17,49 mph,No comment,50 mph,Unconfirmed Roadworks,21.07.24,04:36:04,Sunday,Off
J17-J16,50 mph,No comment,49 mph,Unconfirmed Roadworks,21.07.24,04:36:14,Sunday,Off
J16-J15A,61 mph,No comment,57 mph,No comment,21.07.24,04:36:34,Sunday,Off
J15A-J15,68 mph,No comment,65 mph,No comment,21.07.24,04:36:55,Sunday,Off
J15-J14,66 mph,No comment,63 mph,No comment,21.07.24,04:37:15,Sunday,Off
J14-J13,66 mph,No comment,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,04:37:25,Sunday,Off
J13-J12,50 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,04:37:35,Sunday,Off
J12-J11A,50 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,04:37:45,Sunday,Off
J11A-J11,50 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",21.07.24,04:37:45,Sunday,Off
J11-J10,50 mph,Roadworks,52 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",21.07.24,04:37:45,Sunday,Off
J10-J9,56 mph,"Roadworks, Unconfirmed Roadworks",66 mph,Roadworks,21.07.24,04:37:45,Sunday,Off
J9-J8,62 mph,Unconfirmed Roadworks,65 mph,Roadworks,21.07.24,04:37:45,Sunday,Off
J8-J7,53 mph,No comment,52 mph,No comment,21.07.24,04:38:05,Sunday,Off
J7-J6A,62 mph,No comment,62 mph,No comment,21.07.24,04:38:25,Sunday,Off
J6A-J6,67 mph,No comment,70 mph,No comment,21.07.24,04:38:46,Sunday,Off
J6-J5,70 mph,No comment,70 mph,No comment,21.07.24,04:39:06,Sunday,Off
J5-J4,70 mph,No comment,70 mph,No comment,21.07.24,04:39:26,Sunday,Off
J4-J2,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks",65 mph,No comment,21.07.24,04:39:36,Sunday,Off
J2-J1,Unconfirmed Roadworks,"Unconfirmed Roadworks, Roadworks",60 mph,No comment,21.07.24,04:39:46,Sunday,Off
J48-J47,56 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,07:30:08,Sunday,Morning
J47-J46,48 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,21.07.24,07:30:08,Sunday,Morning
J46-J45,51 mph,Unconfirmed Roadworks,63 mph,Unconfirmed Roadworks,21.07.24,07:30:08,Sunday,Morning
J45-J43|44,63 mph,No comment,64 mph,No comment,21.07.24,07:30:28,Sunday,Morning
J43|44-J42,66 mph,No comment,63 mph,No comment,21.07.24,07:30:48,Sunday,Morning
J42-J41,67 mph,No comment,69 mph,No comment,21.07.24,07:31:08,Sunday,Morning
J41-J40,63 mph,No comment,70 mph,No comment,21.07.24,07:31:28,Sunday,Morning
J40-J39,67 mph,No comment,69 mph,No comment,21.07.24,07:31:49,Sunday,Morning
J39-J38,70 mph,No comment,70 mph,No comment,21.07.24,07:32:09,Sunday,Morning
J38-J37,70 mph,No comment,70 mph,No comment,21.07.24,07:32:29,Sunday,Morning
J37-J36,69 mph,No comment,68 mph,No comment,21.07.24,07:32:49,Sunday,Morning
J36-J35A,69 mph,Unconfirmed Roadworks,67 mph,No comment,21.07.24,07:32:59,Sunday,Morning
J35A-J35,59 mph,No comment,51 mph,No comment,21.07.24,07:33:19,Sunday,Morning
J35-J34,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,21.07.24,07:33:19,Sunday,Morning
J34-J33,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:33:19,Sunday,Morning
J33-J32,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:33:19,Sunday,Morning
J32-J31,61 mph,Unconfirmed Roadworks,53 mph,Unconfirmed Roadworks,21.07.24,07:33:19,Sunday,Morning
J31-J30,49 mph,No comment,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:33:29,Sunday,Morning
J30-J29A,47 mph,Unconfirmed Roadworks,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:33:30,Sunday,Morning
J29A-J29,48 mph,Unconfirmed Roadworks,48 mph,No comment,21.07.24,07:33:40,Sunday,Morning
J29-J28,52 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,07:33:40,Sunday,Morning
J28-J27,64 mph,Unconfirmed Roadworks,66 mph,No comment,21.07.24,07:33:50,Sunday,Morning
J27-J26,68 mph,No comment,68 mph,No comment,21.07.24,07:34:10,Sunday,Morning
J26-J25,68 mph,No comment,58 mph,No comment,21.07.24,07:34:30,Sunday,Morning
J25-J24A,53 mph,Unconfirmed Roadworks,50 mph,No comment,21.07.24,07:34:40,Sunday,Morning
J24A-J24,55 mph,Unconfirmed Roadworks,51 mph,No comment,21.07.24,07:34:50,Sunday,Morning
J24-J23A,67 mph,No comment,59 mph,No comment,21.07.24,07:35:10,Sunday,Morning
J23A-J23,70 mph,Unconfirmed Roadworks,70 mph,No comment,21.07.24,07:35:20,Sunday,Morning
J23-J22,70 mph,No comment,70 mph,No comment,21.07.24,07:35:41,Sunday,Morning
J22-J21A,70 mph,Unconfirmed Roadworks,70 mph,Unconfirmed Roadworks,21.07.24,07:35:41,Sunday,Morning
J21A-J21,69 mph,No comment,67 mph,No comment,21.07.24,07:36:01,Sunday,Morning
J21-J20,70 mph,No comment,70 mph,No comment,21.07.24,07:36:21,Sunday,Morning
J20-J19,70 mph,No comment,70 mph,Unconfirmed Roadworks,21.07.24,07:36:31,Sunday,Morning
J19-J18,56 mph,No comment,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:36:41,Sunday,Morning
J18-J17,53 mph,No comment,52 mph,Unconfirmed Roadworks,21.07.24,07:36:51,Sunday,Morning
J17-J16,51 mph,No comment,52 mph,Unconfirmed Roadworks,21.07.24,07:37:01,Sunday,Morning
J16-J15A,65 mph,No comment,56 mph,No comment,21.07.24,07:37:21,Sunday,Morning
J15A-J15,70 mph,No comment,60 mph,No comment,21.07.24,07:37:42,Sunday,Morning
J15-J14,70 mph,No comment,70 mph,No comment,21.07.24,07:38:02,Sunday,Morning
J14-J13,68 mph,No comment,64 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:38:12,Sunday,Morning
J13-J12,50 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:38:22,Sunday,Morning
J12-J11A,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,07:38:32,Sunday,Morning
J11A-J11,48 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",21.07.24,07:38:32,Sunday,Morning
J11-J10,49 mph,Roadworks,51 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",21.07.24,07:38:32,Sunday,Morning
J10-J9,62 mph,"Roadworks, Unconfirmed Roadworks",67 mph,Roadworks,21.07.24,07:38:32,Sunday,Morning
J9-J8,67 mph,Unconfirmed Roadworks,68 mph,Roadworks,21.07.24,07:38:32,Sunday,Morning
J8-J7,56 mph,No comment,61 mph,No comment,21.07.24,07:38:52,Sunday,Morning
J7-J6A,68 mph,No comment,63 mph,No comment,21.07.24,07:39:13,Sunday,Morning
J6A-J6,70 mph,No comment,70 mph,No comment,21.07.24,07:39:33,Sunday,Morning
J6-J5,70 mph,No comment,70 mph,No comment,21.07.24,07:39:53,Sunday,Morning
J5-J4,70 mph,No comment,70 mph,No comment,21.07.24,07:40:13,Sunday,Morning
J4-J2,67 mph,Unconfirmed Roadworks,70 mph,No comment,21.07.24,07:40:23,Sunday,Morning
J2-J1,65 mph,Unconfirmed Roadworks,61 mph,No comment,21.07.24,07:40:33,Sunday,Morning
J48-J47,52 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,10:30:09,Sunday,Inter
J47-J46,47 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,21.07.24,10:30:09,Sunday,Inter
J46-J45,50 mph,Unconfirmed Roadworks,56 mph,Unconfirmed Roadworks,21.07.24,10:30:09,Sunday,Inter
J45-J43|44,65 mph,No comment,66 mph,No comment,21.07.24,10:30:29,Sunday,Inter
J43|44-J42,68 mph,No comment,67 mph,No comment,21.07.24,10:30:49,Sunday,Inter
J42-J41,70 mph,No comment,68 mph,No comment,21.07.24,10:31:09,Sunday,Inter
J41-J40,69 mph,No comment,69 mph,No comment,21.07.24,10:31:30,Sunday,Inter
J40-J39,68 mph,No comment,67 mph,No comment,21.07.24,10:31:50,Sunday,Inter
J39-J38,70 mph,No comment,70 mph,No comment,21.07.24,10:32:10,Sunday,Inter
J38-J37,66 mph,No comment,70 mph,No comment,21.07.24,10:32:30,Sunday,Inter
J37-J36,68 mph,No comment,70 mph,No comment,21.07.24,10:32:50,Sunday,Inter
J36-J35A,66 mph,Unconfirmed Roadworks,69 mph,No comment,21.07.24,10:33:00,Sunday,Inter
J35A-J35,56 mph,No comment,50 mph,No comment,21.07.24,10:33:20,Sunday,Inter
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,21.07.24,10:33:20,Sunday,Inter
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:33:20,Sunday,Inter
J33-J32,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:33:21,Sunday,Inter
J32-J31,60 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,10:33:21,Sunday,Inter
J31-J30,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:33:31,Sunday,Inter
J30-J29A,48 mph,Unconfirmed Roadworks,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:33:31,Sunday,Inter
J29A-J29,49 mph,Unconfirmed Roadworks,49 mph,No comment,21.07.24,10:33:41,Sunday,Inter
J29-J28,51 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,10:33:41,Sunday,Inter
J28-J27,63 mph,Unconfirmed Roadworks,65 mph,No comment,21.07.24,10:33:51,Sunday,Inter
J27-J26,69 mph,No comment,70 mph,No comment,21.07.24,10:34:11,Sunday,Inter
J26-J25,67 mph,No comment,60 mph,No comment,21.07.24,10:34:31,Sunday,Inter
J25-J24A,50 mph,Unconfirmed Roadworks,48 mph,No comment,21.07.24,10:34:41,Sunday,Inter
J24A-J24,54 mph,Unconfirmed Roadworks,49 mph,No comment,21.07.24,10:34:51,Sunday,Inter
J24-J23A,66 mph,No comment,58 mph,No comment,21.07.24,10:35:12,Sunday,Inter
J23A-J23,70 mph,Unconfirmed Roadworks,70 mph,No comment,21.07.24,10:35:22,Sunday,Inter
J23-J22,70 mph,No comment,69 mph,No comment,21.07.24,10:35:42,Sunday,Inter
J22-J21A,70 mph,Unconfirmed Roadworks,70 mph,Unconfirmed Roadworks,21.07.24,10:35:42,Sunday,Inter
J21A-J21,68 mph,No comment,67 mph,No comment,21.07.24,10:36:02,Sunday,Inter
J21-J20,70 mph,No comment,70 mph,No comment,21.07.24,10:36:22,Sunday,Inter
J20-J19,70 mph,No comment,70 mph,Unconfirmed Roadworks,21.07.24,10:36:32,Sunday,Inter
J19-J18,53 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:36:42,Sunday,Inter
J18-J17,49 mph,No comment,49 mph,Unconfirmed Roadworks,21.07.24,10:36:52,Sunday,Inter
J17-J16,49 mph,No comment,50 mph,Unconfirmed Roadworks,21.07.24,10:37:02,Sunday,Inter
J16-J15A,62 mph,No comment,68 mph,No comment,21.07.24,10:37:22,Sunday,Inter
J15A-J15,67 mph,No comment,69 mph,No comment,21.07.24,10:37:43,Sunday,Inter
J15-J14,70 mph,No comment,68 mph,No comment,21.07.24,10:38:03,Sunday,Inter
J14-J13,66 mph,No comment,62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:38:13,Sunday,Inter
J13-J12,48 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:38:23,Sunday,Inter
J12-J11A,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,10:38:33,Sunday,Inter
J11A-J11,49 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",21.07.24,10:38:33,Sunday,Inter
J11-J10,47 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",21.07.24,10:38:33,Sunday,Inter
J10-J9,61 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,21.07.24,10:38:33,Sunday,Inter
J9-J8,65 mph,Unconfirmed Roadworks,64 mph,Roadworks,21.07.24,10:38:33,Sunday,Inter
J8-J7,51 mph,No comment,62 mph,No comment,21.07.24,10:38:53,Sunday,Inter
J7-J6A,63 mph,No comment,66 mph,No comment,21.07.24,10:39:13,Sunday,Inter
J6A-J6,65 mph,No comment,70 mph,No comment,21.07.24,10:39:34,Sunday,Inter
J6-J5,70 mph,No comment,69 mph,No comment,21.07.24,10:39:54,Sunday,Inter
J5-J4,69 mph,No comment,66 mph,No comment,21.07.24,10:40:14,Sunday,Inter
J4-J2,67 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",69 mph,No comment,21.07.24,10:40:24,Sunday,Inter
J2-J1,65 mph,Unconfirmed Roadworks,61 mph,No comment,21.07.24,10:40:34,Sunday,Inter
J48-J47,57 mph,Unconfirmed Roadworks,30 mph,Unconfirmed Roadworks,21.07.24,17:00:12,Sunday,Evening
J47-J46,48 mph,Unconfirmed Roadworks,38 mph,Unconfirmed Roadworks,21.07.24,17:00:12,Sunday,Evening
J46-J45,50 mph,Unconfirmed Roadworks,60 mph,Unconfirmed Roadworks,21.07.24,17:00:12,Sunday,Evening
J45-J43|44,66 mph,No comment,66 mph,No comment,21.07.24,17:00:32,Sunday,Evening
J43|44-J42,66 mph,No comment,67 mph,No comment,21.07.24,17:00:52,Sunday,Evening
J42-J41,68 mph,No comment,68 mph,No comment,21.07.24,17:01:12,Sunday,Evening
J41-J40,70 mph,No comment,65 mph,No comment,21.07.24,17:01:32,Sunday,Evening
J40-J39,70 mph,No comment,62 mph,No comment,21.07.24,17:01:52,Sunday,Evening
J39-J38,70 mph,No comment,68 mph,No comment,21.07.24,17:02:12,Sunday,Evening
J38-J37,70 mph,No comment,70 mph,No comment,21.07.24,17:02:32,Sunday,Evening
J37-J36,66 mph,No comment,69 mph,No comment,21.07.24,17:02:53,Sunday,Evening
J36-J35A,66 mph,Unconfirmed Roadworks,68 mph,No comment,21.07.24,17:03:03,Sunday,Evening
J35A-J35,57 mph,No comment,50 mph,No comment,21.07.24,17:03:23,Sunday,Evening
J35-J34,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,Unconfirmed Roadworks,21.07.24,17:03:23,Sunday,Evening
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:03:23,Sunday,Evening
J33-J32,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",33 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Congestion",21.07.24,17:03:23,Sunday,Evening
J32-J31,58 mph,Unconfirmed Roadworks,5 mph,"Unconfirmed Roadworks, Congestion",21.07.24,17:03:23,Sunday,Evening
J31-J30,49 mph,No comment,36 mph,"Unconfirmed Roadworks, Incident, Congestion, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:03:33,Sunday,Evening
J30-J29A,48 mph,Unconfirmed Roadworks,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:03:33,Sunday,Evening
J29A-J29,49 mph,Unconfirmed Roadworks,49 mph,No comment,21.07.24,17:03:43,Sunday,Evening
J29-J28,49 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,21.07.24,17:03:43,Sunday,Evening
J28-J27,64 mph,Unconfirmed Roadworks,64 mph,No comment,21.07.24,17:03:53,Sunday,Evening
J27-J26,70 mph,No comment,70 mph,No comment,21.07.24,17:04:14,Sunday,Evening
J26-J25,68 mph,No comment,60 mph,No comment,21.07.24,17:04:34,Sunday,Evening
J25-J24A,52 mph,Unconfirmed Roadworks,48 mph,No comment,21.07.24,17:04:44,Sunday,Evening
J24A-J24,53 mph,Unconfirmed Roadworks,48 mph,No comment,21.07.24,17:04:54,Sunday,Evening
J24-J23A,64 mph,No comment,57 mph,No comment,21.07.24,17:05:14,Sunday,Evening
J23A-J23,68 mph,Unconfirmed Roadworks,67 mph,No comment,21.07.24,17:05:24,Sunday,Evening
J23-J22,70 mph,No comment,65 mph,No comment,21.07.24,17:05:44,Sunday,Evening
J22-J21A,66 mph,Unconfirmed Roadworks,70 mph,Unconfirmed Roadworks,21.07.24,17:05:44,Sunday,Evening
J21A-J21,48 mph,No comment,62 mph,No comment,21.07.24,17:06:04,Sunday,Evening
J21-J20,70 mph,No comment,70 mph,No comment,21.07.24,17:06:24,Sunday,Evening
J20-J19,70 mph,No comment,64 mph,Unconfirmed Roadworks,21.07.24,17:06:34,Sunday,Evening
J19-J18,54 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:06:44,Sunday,Evening
J18-J17,50 mph,No comment,48 mph,Unconfirmed Roadworks,21.07.24,17:06:55,Sunday,Evening
J17-J16,48 mph,No comment,50 mph,Unconfirmed Roadworks,21.07.24,17:07:05,Sunday,Evening
J16-J15A,64 mph,No comment,69 mph,No comment,21.07.24,17:07:25,Sunday,Evening
J15A-J15,70 mph,No comment,69 mph,No comment,21.07.24,17:07:45,Sunday,Evening
J15-J14,69 mph,No comment,70 mph,No comment,21.07.24,17:08:05,Sunday,Evening
J14-J13,66 mph,No comment,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:08:15,Sunday,Evening
J13-J12,48 mph,No comment,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:08:25,Sunday,Evening
J12-J11A,47 mph,No comment,23 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",21.07.24,17:08:35,Sunday,Evening
J11A-J11,47 mph,Roadworks,20 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",21.07.24,17:08:35,Sunday,Evening
J11-J10,46 mph,Roadworks,40 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",21.07.24,17:08:35,Sunday,Evening
J10-J9,58 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,21.07.24,17:08:35,Sunday,Evening
J9-J8,63 mph,Unconfirmed Roadworks,64 mph,Roadworks,21.07.24,17:08:35,Sunday,Evening
J8-J7,53 mph,No comment,54 mph,No comment,21.07.24,17:08:56,Sunday,Evening
J7-J6A,60 mph,No comment,60 mph,No comment,21.07.24,17:09:16,Sunday,Evening
J6A-J6,67 mph,No comment,70 mph,No comment,21.07.24,17:09:36,Sunday,Evening
J6-J5,68 mph,No comment,69 mph,No comment,21.07.24,17:09:56,Sunday,Evening
J5-J4,70 mph,No comment,70 mph,No comment,21.07.24,17:10:16,Sunday,Evening
J4-J2,67 mph,No comment,67 mph,No comment,21.07.24,17:10:36,Sunday,Evening
J2-J1,67 mph,No comment,64 mph,No comment,21.07.24,17:10:56,Sunday,Evening
J48-J47,53 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,22.07.24,07:30:10,Monday,Morning
J47-J46,47 mph,Unconfirmed Roadworks,47 mph,Unconfirmed Roadworks,22.07.24,07:30:10,Monday,Morning
J46-J45,32 mph,Unconfirmed Roadworks,57 mph,Unconfirmed Roadworks,22.07.24,07:30:10,Monday,Morning
J45-J43|44,28 mph,No comment,62 mph,No comment,22.07.24,07:30:30,Monday,Morning
J43|44-J42,59 mph,No comment,53 mph,No comment,22.07.24,07:30:50,Monday,Morning
J42-J41,61 mph,No comment,65 mph,No comment,22.07.24,07:31:10,Monday,Morning
J41-J40,58 mph,No comment,66 mph,No comment,22.07.24,07:31:30,Monday,Morning
J40-J39,63 mph,No comment,64 mph,No comment,22.07.24,07:31:50,Monday,Morning
J39-J38,67 mph,No comment,68 mph,No comment,22.07.24,07:32:10,Monday,Morning
J38-J37,66 mph,No comment,65 mph,No comment,22.07.24,07:32:30,Monday,Morning
J37-J36,66 mph,No comment,64 mph,No comment,22.07.24,07:32:51,Monday,Morning
J36-J35A,67 mph,Unconfirmed Roadworks,59 mph,No comment,22.07.24,07:33:01,Monday,Morning
J35A-J35,59 mph,No comment,44 mph,No comment,22.07.24,07:33:21,Monday,Morning
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",46 mph,Unconfirmed Roadworks,22.07.24,07:33:21,Monday,Morning
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",22.07.24,07:33:21,Monday,Morning
J33-J32,40 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",22.07.24,07:33:21,Monday,Morning
J32-J31,60 mph,Unconfirmed Roadworks,52 mph,Unconfirmed Roadworks,22.07.24,07:33:21,Monday,Morning
J31-J30,49 mph,No comment,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",22.07.24,07:33:31,Monday,Morning
J30-J29A,49 mph,Unconfirmed Roadworks,30 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",22.07.24,07:33:31,Monday,Morning
J29A-J29,50 mph,Unconfirmed Roadworks,33 mph,No comment,22.07.24,07:33:41,Monday,Morning
J29-J28,48 mph,Unconfirmed Roadworks,33 mph,Unconfirmed Roadworks,22.07.24,07:33:41,Monday,Morning
J28-J27,60 mph,Unconfirmed Roadworks,65 mph,No comment,22.07.24,07:33:51,Monday,Morning
J27-J26,61 mph,No comment,67 mph,No comment,22.07.24,07:34:12,Monday,Morning
J26-J25,63 mph,No comment,40 mph,No comment,22.07.24,07:34:32,Monday,Morning
J25-J24A,50 mph,Unconfirmed Roadworks,54 mph,No comment,22.07.24,07:34:42,Monday,Morning
J24A-J24,54 mph,Unconfirmed Roadworks,53 mph,No comment,22.07.24,07:34:52,Monday,Morning
J24-J23A,61 mph,No comment,56 mph,No comment,22.07.24,07:35:12,Monday,Morning
J23A-J23,68 mph,Unconfirmed Roadworks,61 mph,No comment,22.07.24,07:35:22,Monday,Morning
J23-J22,70 mph,No comment,59 mph,No comment,22.07.24,07:35:42,Monday,Morning
J22-J21A,67 mph,Unconfirmed Roadworks,58 mph,Unconfirmed Roadworks,22.07.24,07:35:42,Monday,Morning
J21A-J21,61 mph,No comment,37 mph,No comment,22.07.24,07:36:02,Monday,Morning
J21-J20,68 mph,No comment,66 mph,No comment,22.07.24,07:36:22,Monday,Morning
J20-J19,66 mph,No comment,62 mph,Unconfirmed Roadworks,22.07.24,07:36:32,Monday,Morning
J19-J18,53 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",22.07.24,07:36:43,Monday,Morning
J18-J17,50 mph,No comment,48 mph,Unconfirmed Roadworks,22.07.24,07:36:53,Monday,Morning
J17-J16,52 mph,No comment,51 mph,Unconfirmed Roadworks,22.07.24,07:37:03,Monday,Morning
J16-J15A,59 mph,No comment,66 mph,No comment,22.07.24,07:37:23,Monday,Morning
